store_name,location,rating
الماجد للعود,7077 شارع أبها، الفهد، بيشة 67712، المملكة العربية السعودية,4.2
الماجد للعود,طريق بدر، المجاردة 63971، المملكة العربية السعودية,4.3
Almajed For Oud,عمر بن الخطاب، الأمارة، ينبع 46422، المملكة العربية السعودية,4.3
الماجد للعود,طريق سلطانة، بئر عثمان، المدينة المنورة 42331، المملكة العربية السعودية,4.2
الماجد للعود,طريق الامام تركي بن عبدالله، العليا، تبوك 47911، المملكة العربية السعودية,4.2
الماجد للعود,"بارك مول, مروج الأمير، تبوك 47315، المملكة العربية السعودية",3.8
Almajed For Oud,السعادة، تبوك 47914، المملكة العربية السعودية,4.3
Almajed For Oud,JWF7+WJ6، العلا 43562، المملكة العربية السعودية,3.3
Almajed For Oud,طريق الملك عبدالعزيز، الحي الإداري، سكاكا 72341، المملكة العربية السعودية,4.4
الماجد للعود,7066 طريق الشيخ محمد بن عثيمين، حي الوفاء، QAPB3965، 3965، عنيزة 56467، المملكة العربية السعودية,4.9
الماجد للعود,"Saud bin Abdul Mohsen Street, النقرة، حائل 55433، المملكة العربية السعودية",4.6
الماجد للعود البساتين,"East Inner Ring Road, بريدة المملكة العربية السعودية",4.7
الماجد للعود,طبرجل 74766، المملكة العربية السعودية,4.5
الماجد للعود Almajed For Oud,طريق الملك عبدالله، شظاة، المدينة المنورة 42361، المملكة العربية السعودية,4.3
الماجد للعود,"طريق الملك سلمان, النقرة، حائل 55431، المملكة العربية السعودية",3.9
الماجد للعود,"الامام البخاري، الدفاع،, المدينة المنورة المملكة العربية السعودية",4.2
الماجد للعود,"حي, 3455 طريق الملك عبد العزيز، الهدراء، المدينة المنورة 42368، المملكة العربية السعودية",4.2
الماجد للعود,طريق الملك فيصل، برزان، حائل 55428، المملكة العربية السعودية,4.3
الماجد للعود,طريق الملك خالد، الحميدية، القريات 77453، المملكة العربية السعودية,4.4
ماجد للعطور فرع قربان,عمر بن عبدالعزيز، قربان النازل ، شارع الأميرعبد المحسن، المدينة المنورة المملكة العربية السعودية,4.3
الماجد للعود,"الشارع العام, جوهرة، عرعر 73551، المملكة العربية السعودية",4.3
الماجد للعود,طريق الملك خالد، الصناعية القديمة، عرعر 73311، المملكة العربية السعودية,4.5
الماجد للعود,"Danaa Mall, الملك فهد، العزيزية، ينبع 46435، المملكة العربية السعودية",4.0
الماجد للعود,طريق عمر بن الخطاب، سلطانة، طريف 75311، المملكة العربية السعودية,4.7
الماجد للعود,طريق الملك فهد، الرس 58877، المملكة العربية السعودية,3.0
الماجد للعود,8437 شارع البخاري، حي الريان، بريدة 52379، المملكة العربية السعودية,4.6
الماجد للعود,زامل العبدالله السليم، الفيضة، عنيزة 56241، المملكة العربية السعودية,4.5
الماجد للعود,طريق عثمان بن عفان، حي الإسكان، بريدة 52384، المملكة العربية السعودية,4.3
Almajed For Oud,طريق الملك عبدالعزيز، الدرع، الدوادمي 17463، المملكة العربية السعودية,4.4
الماجد للعود,"السوق التجارى, الملك فهد، الرس 58881، المملكة العربية السعودية",4.2
الماجد للعود,"شارع عبد الله خالد السليم, الشريمية، عنيزة 56219، المملكة العربية السعودية",4.3
الماجد للعود,VJ6V+HCM، العارض، الرياض 13335، المملكة العربية السعودية,4.6
الماجد للعود,طريق الملك عبدالعزيز، الريان، الدوادمي 17471، المملكة العربية السعودية,3.8
الماجد للعود,طريق الملك عبدالله، الصفراء، بريدة 52382، المملكة العربية السعودية,4.2
الماجد للعطور,3660 طريق الامير محمد بن عبدالعزيز، حي العريض، DMAF7040، 7040، المدينة المنورة 42314، المملكة العربية السعودية,5.0
Almajed For Oud,بوليفارد العوض، 8668 طريق الملك فهد، حي الروابي، الرس 58838، المملكة العربية السعودية,4.4
الماجد,CV8H+RVP، المشاعر، مكة 24243، المملكة العربية السعودية,5.0
مستودع الماجد للعود جدة,85JP+65J، الكورنيش الجنوبي، الوادي، جدة 22518، المملكة العربية السعودية,5.0
الماجد للعود,"محايل عسير, Aseer المملكة العربية السعودية",4.3
الماجد للعود,البديع، أبها 62581، المملكة العربية السعودية,4.1
الماجد للعود,"الحزام, أبها 62521، المملكة العربية السعودية",3.8
الماجد للعود,مذركير الراشد، البديع، أبها 62581، المملكة العربية السعودية,4.2
الماجد للعود,طريق الملك عبدالعزيز، السروات، أبها 62511، المملكة العربية السعودية,4.4
Almajed For Oud,طريق الأمير سلطان، الزهور، خميس مشيط 62461، المملكة العربية السعودية,4.3
Almajed For Oud,البوليفارد، طريق الأمير سلطان، الشفاء، خميس مشيط 62433، المملكة العربية السعودية,4.8
Almajed For Oud,2887 طريق الملك خالد بن عبدالعزيز، حي الروضة، سراة عبيدة 64511، المملكة العربية السعودية,4.2
الماجد للعود,الدرب 89699، المملكة العربية السعودية,4.6
الماجد للعود,طريق الملك عبدالعزيز 85298، المملكة العربية السعودية,5.0
Almajed For Oud,طريق الملك فيصل، النماص 67397، المملكة العربية السعودية,4.4
الماجد للعود,الرحاب، صبيا 85457، المملكة العربية السعودية,4.2
الماجد للعود,طريق الامير سلطان، النهضة، أبو عريش 84411، المملكة العربية السعودية,4.4
الماجد للعود,"سعود بن عبدالعزيز, المخيم، طريق الملك, نجران المملكة العربية السعودية",4.1
Almajed For Oud,طريق الملك فهد، الشاطيء، جازان 82723، المملكة العربية السعودية,4.3
الماجد للعود,صامطة 86386، المملكة العربية السعودية,4.3
الماجد للعود,الخالدية، نجران 66261، المملكة العربية السعودية,4.1
الماجد للعود,طريق الكورنيش، الشاطيء، جازان 82725، المملكة العربية السعودية,4.3
Almajed For Oud,طريق الملك عبدالعزيز، محايل عسير 63311، المملكة العربية السعودية,5.0
الماجد للعود,"سيتي سنتر, نجران 66251، المملكة العربية السعودية",4.3
الماجد للعود,وادي الدواسر 18521، المملكة العربية السعودية,4.0
الماجد للعود,طريق الكورنيش، السلام، الدمام 32416، المملكة العربية السعودية,4.2
الماجد للعود,4925 شارع الأشرعة، المزروعية، الدمام 32414، المملكة العربية السعودية,4.3
Almajed For Oud,شارع الملك سعود بن عبدالعزيز، النور، الدمام 32445، المملكة العربية السعودية,4.5
الماجد للعود,3543 طريق الملك فهد، المنار، الدمام 32274، المملكة العربية السعودية,4.5
الماجد للعود,الدوحة الجنوبية، الظهران 34457، المملكة العربية السعودية,4.2
الماجد للعود,"93QG+726 ويست افينيو, الفيصلية، الدمام 32271، المملكة العربية السعودية",4.3
الماجد للعود,الراشد مول، العليا، الخبر 34448، المملكة العربية السعودية,4.3
الماجد للعود,"Khaleej Rd, العزيزية، الدمام 32424، المملكة العربية السعودية",3.8
الماجد للعود,طريق الرياض، الشاطئ، القطيف 32617، المملكة العربية السعودية,4.5
الماجد للعود,othaim mall، طريق الأمير محمد بن فهد بن عبدالعزيز، الفرعي،، الدمام 32236، المملكة العربية السعودية,4.0
الماجد العود,مجمع فينيسيا مول، الخبر المملكة العربية السعودية,4.3
الماجد للعود,C3V8+5X6، العنود، الدمام 32427، المملكة العربية السعودية,5.0
الماجد للعود,طريق الأمير فيصل بن فهد، الحزام الأخضر، الخبر 34433، المملكة العربية السعودية,4.3
Almajed For Oud,"Othaim Mall, عبدالله فؤاد، الدمام 32236، المملكة العربية السعودية",5.0
Almajed For Oud,الشارع الثامن عشر، الزهور، الظهران 32423، المملكة العربية السعودية,4.5
الماجد للعود,الامير محمد، الجبيل البلد، الجبيل 35514، المملكة العربية السعودية,4.1
الماجد للعود,الفناتير، الجبيل 35811، المملكة العربية السعودية,4.1
الماجد للعود,"حي, عين نجم، المبرز 36421، المملكة العربية السعودية",4.8
الماجد للعود,"الاحساء2, الهفوف 36361، المملكة العربية السعودية",4.2
الماجد للعود,تاون سنتر، طريق الظهران، وسط الأحساء، المبرز 36341، المملكة العربية السعودية,4.3
الماجد للعود,"Almogel Plaza, الصناعية، النعيرية 37451، المملكة العربية السعودية",3.5
الماجد للعود,"شارع البلدية, الملك فهد، الخفجي 39255، المملكة العربية السعودية",4.0
الماجد للعود,"2089, 6157 الملك عبد العزيز، البلدية, حفر الباطن المملكة العربية السعودية",4.2
Almajed For Oud,"طريق الملك عبدالله, Mall، الهفوف 36445، المملكة العربية السعودية",5.0
Almajed For Oud,السلامية، حوطة بني تميم 16511، المملكة العربية السعودية,3.9
الماجد للعود,1، حفر الباطن 39921، المملكة العربية السعودية,4.1
Almajed For Oud,طريق الملك فهد، العزيزية، الزلفي 15971، المملكة العربية السعودية,4.1
Almajed For Oud,الملك فهد، المجمعة 15362، المملكة العربية السعودية,4.3
الماجد للعود,طريق الملك عبدالعزيز، البساتين، القويعية 19248، المملكة العربية السعودية,4.0
Almajed For Oud,طريق الملك عبدالعزيز، الملك فيصل، عفيف 17571، المملكة العربية السعودية,3.8
